numSample,x1_pix,y1_pix,x2_pix,y2_pix,laser_X_m,laser_Y_m,laser_Z_m,radar_X_m,radar_Y_m,radar_R_m,radar_A_deg,radar_D_mps,radar_P_db,dataset,index,Difficult
47,391,508,577,655,-5.426843643188477,18.87095832824707,0.4453742206096649,-5.460751056671143,18.88347625732422,19.761402130126953,16.0,159.0,13352758.0,RECORD@2020-11-22_12.27.27,14,0.0
48,153,511,476,731,-4.886712551116943,10.997419357299805,0.44814497232437134,-4.724759101867676,10.99100112915039,12.176218032836914,23.600000381469727,175.0,14762504.0,RECORD@2020-11-22_12.27.27,15,0.0
77,319,492,642,716,-3.592043876647949,11.418699264526367,0.5948697328567505,-3.9180214405059814,11.780811309814453,12.37582778930664,18.200000762939453,14.0,26992856.0,RECORD@2020-11-22_12.30.20,48,0.0
82,402,499,680,702,-3.3550589084625244,13.147954940795898,0.604960024356842,-3.957064390182495,13.60029411315918,14.172319412231445,16.200000762939453,14.0,22633492.0,RECORD@2020-11-22_12.30.20,53,0.0
83,409,500,682,694,-3.4495067596435547,13.462761878967285,0.638641893863678,-3.332773447036743,13.691641807556152,14.172319412231445,13.699999809265137,14.0,36882336.0,RECORD@2020-11-22_12.30.20,54,0.0
85,420,501,680,685,-3.5087544918060303,14.0529203414917,0.6153416633605957,-3.3048086166381836,14.598766326904297,14.970759391784668,13.100000381469727,13.0,19601308.0,RECORD@2020-11-22_12.30.20,56,0.0
88,428,506,663,675,-3.958146572113037,15.822847366333008,0.645474374294281,-4.320985794067383,16.107234954833984,16.767250061035156,14.600000381469727,15.0,25977642.0,RECORD@2020-11-22_12.30.20,59,0.0
90,431,519,670,679,-4.078645706176758,16.46733283996582,0.4816262722015381,-4.2763352394104,17.25384521484375,17.765300750732422,13.800000190734863,14.0,18337926.0,RECORD@2020-11-22_12.30.20,61,0.0
91,440,511,669,674,-4.098681449890137,16.785390853881836,0.4880914092063904,-4.3576860427856445,17.427839279174805,17.96491241455078,13.899999618530273,15.0,30260296.0,RECORD@2020-11-22_12.30.20,62,0.0
92,445,516,681,675,-4.115448951721191,17.058338165283203,0.48558464646339417,-4.345206260681152,17.513378143310547,18.164522171020508,13.600000381469727,15.0,22601044.0,RECORD@2020-11-22_12.30.20,63,0.0
93,462,512,685,668,-4.089218616485596,17.4708309173584,0.5400949716567993,-4.146651268005371,17.93699073791504,18.364131927490234,12.5,15.0,33631532.0,RECORD@2020-11-22_12.30.20,64,0.0
94,478,514,695,670,-4.044974327087402,17.763469696044922,0.49178609251976013,-4.14735746383667,18.60324478149414,18.962963104248047,12.399999618530273,14.0,25864302.0,RECORD@2020-11-22_12.30.20,65,0.0
95,501,507,712,663,-3.9325969219207764,18.154306411743164,0.4499013125896454,-3.7462735176086426,18.742225646972656,19.162572860717773,11.300000190734863,15.0,14494726.0,RECORD@2020-11-22_12.30.20,66,0.0
96,513,506,721,659,-3.866760730743408,18.546833038330078,0.5125675797462463,-3.743731737136841,19.015132904052734,19.461986541748047,11.100000381469727,15.0,29977016.0,RECORD@2020-11-22_12.30.20,67,0.0
97,531,508,735,657,-3.739161252975464,18.893957138061523,0.6957361698150635,-3.488905429840088,19.42854881286621,19.761402130126953,10.399999618530273,15.0,18758296.0,RECORD@2020-11-22_12.30.20,68,0.0
98,547,508,745,655,-3.6140620708465576,19.306177139282227,0.7030004262924194,-3.473715305328369,19.911197662353516,20.26042938232422,10.100000381469727,16.0,21847208.0,RECORD@2020-11-22_12.30.20,69,0.0
99,570,507,760,651,-3.427729368209839,19.652875900268555,0.7088748216629028,-3.6044890880584717,19.936182022094727,20.360233306884766,10.300000190734863,16.0,21490448.0,RECORD@2020-11-22_12.30.20,70,0.0
99,477,539,551,582,-14.950677871704102,59.8692512512207,0.48412537574768066,-14.546764373779297,59.00532531738281,60.78128433227539,13.800000190734863,234.0,3206048.25,RECORD@2020-11-22_12.30.20,70,0.0
100,643,512,823,643,-2.7907958030700684,21.468111038208008,0.7371996641159058,-2.4529168605804443,21.936359405517578,22.05691909790039,6.300000190734863,21.0,31128052.0,RECORD@2020-11-22_12.30.20,71,0.0
101,670,514,837,640,-2.5803945064544678,21.910423278808594,0.5178453922271729,-2.199500322341919,22.479251861572266,22.555944442749023,5.599999904632568,21.0,21070120.0,RECORD@2020-11-22_12.30.20,72,0.0
102,692,515,857,636,-2.372990369796753,22.47522735595703,0.7540922164916992,-1.9260518550872803,22.947919845581055,23.154775619506836,4.900000095367432,22.0,27939790.0,RECORD@2020-11-22_12.30.20,73,0.0
103,727,523,885,637,-2.0090126991271973,23.44762420654297,0.463540643453598,-1.5963287353515625,24.0550537109375,24.1528263092041,3.700000047683716,23.0,17070618.0,RECORD@2020-11-22_12.30.20,74,0.0
105,762,513,909,629,-1.7002911567687988,24.467729568481445,0.5962017774581909,-1.5258327722549438,25.13174057006836,25.150876998901367,3.4000000953674316,22.0,19918876.0,RECORD@2020-11-22_12.30.20,76,0.0
106,775,512,919,626,-1.5417121648788452,24.977245330810547,0.7968226671218872,-1.25496244430542,25.49713897705078,25.55009651184082,2.799999952316284,21.0,30972974.0,RECORD@2020-11-22_12.30.20,77,0.0
107,789,510,921,620,-1.3429559469223022,25.458274841308594,0.8040873408317566,-0.972476601600647,26.087886810302734,26.148927688598633,2.0999999046325684,21.0,42070400.0,RECORD@2020-11-22_12.30.20,78,0.0
109,812,526,942,628,-1.077867865562439,26.35760498046875,0.4719177186489105,-0.8010663986206055,26.900287628173828,26.94736671447754,1.7000000476837158,20.0,27730176.0,RECORD@2020-11-22_12.30.20,80,0.0
110,822,518,949,621,-0.9523054957389832,26.868488311767578,0.8283249735832214,-0.6453782320022583,27.39825439453125,27.446392059326172,1.2999999523162842,20.0,18181306.0,RECORD@2020-11-22_12.30.20,81,0.0
111,853,522,974,617,-0.5484387874603271,28.669029235839844,0.5589465498924255,-0.40643274784088135,29.321205139160156,29.342689514160156,0.800000011920929,21.0,29691736.0,RECORD@2020-11-22_12.30.20,82,0.0
112,860,526,976,621,-0.44335559010505676,29.153444290161133,0.48240354657173157,-0.20858033001422882,29.93623161315918,29.941518783569336,0.4000000059604645,21.0,14522830.0,RECORD@2020-11-22_12.30.20,83,0.0
113,873,515,984,608,-0.23072150349617004,30.137250900268555,0.8825779557228088,-0.21388156712055206,30.521005630493164,30.54034996032715,0.4000000059604645,21.0,14842006.0,RECORD@2020-11-22_12.30.20,84,0.0
114,876,521,988,612,-0.20115773379802704,30.60825538635254,0.5716133713722229,0.10771466791629791,31.113374710083008,31.139179229736328,-0.20000000298023224,21.0,18888956.0,RECORD@2020-11-22_12.30.20,85,0.0
115,884,513,992,603,-0.08219833672046661,31.09122657775879,0.8992998600006104,0.1629413366317749,31.73311996459961,31.73801040649414,-0.30000001192092896,22.0,24869796.0,RECORD@2020-11-22_12.30.20,86,0.0
116,886,523,995,607,-0.06340853869915009,31.569150924682617,0.5780127644538879,0.11356461048126221,32.09435272216797,32.137229919433594,-0.20000000298023224,22.0,33803588.0,RECORD@2020-11-22_12.30.20,87,0.0
117,889,529,996,612,-0.0037359162233769894,32.059814453125,0.49372127652168274,0.2241082489490509,32.704620361328125,32.736061096191406,-0.4000000059604645,22.0,14777308.0,RECORD@2020-11-22_12.30.20,88,0.0
118,893,525,1000,608,0.06864692270755768,32.55637741088867,0.584412157535553,0.3220221996307373,33.11607360839844,33.13528060913086,-0.6000000238418579,22.0,17386258.0,RECORD@2020-11-22_12.30.20,89,0.0
119,896,526,1003,608,0.11990558356046677,33.03590774536133,0.49755191802978516,0.4736119210720062,33.722537994384766,33.73411178588867,-0.800000011920929,22.0,16073830.0,RECORD@2020-11-22_12.30.20,90,0.0
120,899,525,999,603,0.12429524958133698,33.546546936035156,0.591141402721405,0.40771716833114624,34.31431579589844,34.332942962646484,-0.699999988079071,21.0,12201962.0,RECORD@2020-11-22_12.30.20,91,0.0
121,902,522,1004,601,0.1793617308139801,34.05827331542969,0.501750111579895,0.415041446685791,34.50696563720703,34.53255081176758,-0.699999988079071,22.0,31055474.0,RECORD@2020-11-22_12.30.20,92,0.0
122,906,529,1002,598,0.18391162157058716,36.12834167480469,0.5092566013336182,0.38087838888168335,36.67770767211914,36.72826385498047,-0.6000000238418579,24.0,20338874.0,RECORD@2020-11-22_12.30.20,93,0.0
123,907,520,1001,601,0.19685037434101105,36.67460250854492,0.6119228601455688,0.5851707458496094,37.31625747680664,37.32709503173828,-0.8999999761581421,25.0,18786138.0,RECORD@2020-11-22_12.30.20,94,0.0
124,906,516,1002,594,0.19894379377365112,37.253562927246094,0.5139384269714355,0.4589170813560486,37.794124603271484,37.82611846923828,-0.699999988079071,25.0,20939854.0,RECORD@2020-11-22_12.30.20,95,0.0
125,909,515,1001,593,0.22123053669929504,37.81082534790039,0.6190149784088135,0.4720528721809387,38.31644058227539,38.32514572143555,-0.699999988079071,26.0,19344006.0,RECORD@2020-11-22_12.30.20,96,0.0
126,907,514,1000,592,0.2233724296092987,38.361785888671875,0.518465518951416,0.5440062880516052,38.92017364501953,38.92397689819336,-0.800000011920929,26.0,25472164.0,RECORD@2020-11-22_12.30.20,97,0.0
127,909,515,999,592,0.2239050567150116,38.949398040771484,0.6266348361968994,0.5171540975570679,39.49842834472656,39.522804260253906,-0.800000011920929,26.0,13091628.0,RECORD@2020-11-22_12.30.20,98,0.0
128,910,518,998,593,0.23601065576076508,39.538272857666016,0.5227605104446411,0.5551653504371643,39.719444274902344,39.722415924072266,-0.800000011920929,27.0,23783416.0,RECORD@2020-11-22_12.30.20,99,0.0
129,910,518,998,592,0.20747873187065125,40.129859924316406,0.6342217326164246,0.6055999398231506,40.514060974121094,40.52085494995117,-0.8999999761581421,27.0,22245754.0,RECORD@2020-11-22_12.30.20,100,0.0
130,913,524,998,598,0.2606184482574463,40.693782806396484,0.5270553827285767,0.5711202025413513,41.3089714050293,41.319297790527344,-0.800000011920929,28.0,14376482.0,RECORD@2020-11-22_12.30.20,101,0.0
131,915,522,1000,593,0.2941873371601105,41.30503845214844,0.6421384811401367,0.592737078666687,42.0078125,42.0179328918457,-0.800000011920929,28.0,16075036.0,RECORD@2020-11-22_12.30.20,102,0.0
132,919,522,1000,592,0.3527931571006775,41.90757751464844,0.3116189241409302,0.8281878232955933,42.664520263671875,42.71656799316406,-1.100000023841858,28.0,15787559.0,RECORD@2020-11-22_12.30.20,103,0.0
133,921,517,1000,590,0.38250282406806946,42.5549201965332,0.6505170464515686,0.8243535161018372,43.09811019897461,43.115787506103516,-1.100000023841858,29.0,16476325.0,RECORD@2020-11-22_12.30.20,104,0.0
134,925,517,999,588,0.47969165444374084,45.17484664916992,0.6676040887832642,0.7279335856437683,45.700340270996094,45.71072006225586,-0.8999999761581421,29.0,21233612.0,RECORD@2020-11-22_12.30.20,105,0.0
135,925,525,1000,590,0.49478769302368164,45.83049392700195,0.5469824075698853,0.6582867503166199,46.49349594116211,46.509159088134766,-0.800000011920929,29.0,15802624.0,RECORD@2020-11-22_12.30.20,106,0.0
136,925,522,997,589,0.4795187711715698,46.481773376464844,0.676114559173584,0.7310712337493896,47.035499572753906,47.10799026489258,-0.8999999761581421,29.0,17255506.0,RECORD@2020-11-22_12.30.20,107,0.0
137,924,521,995,588,0.4214285910129547,47.11481857299805,0.5518577098846436,0.6582867503166199,47.635555267333984,47.70682144165039,-0.800000011920929,29.0,16502799.0,RECORD@2020-11-22_12.30.20,108,0.0
138,923,522,994,588,0.4025653302669525,47.740230560302734,0.6845591068267822,0.6743068099021912,48.302040100097656,48.3056526184082,-0.800000011920929,28.0,10935470.0,RECORD@2020-11-22_12.30.20,109,0.0
139,922,522,993,587,0.37299826741218567,48.35415267944336,0.5566363334655762,0.595615804195404,48.8909912109375,48.90447998046875,-0.699999988079071,27.0,11333736.0,RECORD@2020-11-22_12.30.20,110,0.0
140,917,517,988,579,0.24709191918373108,48.96381759643555,0.6924757957458496,0.34302228689193726,49.488224029541016,49.50331115722656,-0.4000000059604645,27.0,11038733.0,RECORD@2020-11-22_12.30.20,111,0.0
141,916,516,986,580,0.23802150785923004,49.516868591308594,0.5611827373504639,0.3525690734386444,50.098289489746094,50.102142333984375,-0.4000000059604645,26.0,10235297.0,RECORD@2020-11-22_12.30.20,112,0.0
142,917,521,987,583,0.19237054884433746,50.102691650390625,0.7001286745071411,0.35187092423439026,50.70089340209961,50.70097351074219,-0.4000000059604645,25.0,13524447.0,RECORD@2020-11-22_12.30.20,113,0.0
143,916,520,984,581,0.19288137555122375,50.65567398071289,0.5655550956726074,0.44315069913864136,51.29191589355469,51.2998046875,-0.5,24.0,13614487.0,RECORD@2020-11-22_12.30.20,114,0.0
144,915,516,981,578,0.1115751788020134,51.22023010253906,0.707187831401825,0.6311070919036865,51.69095230102539,51.69902420043945,-0.699999988079071,23.0,15411213.0,RECORD@2020-11-22_12.30.20,115,0.0
145,910,517,978,577,0.0666889175772667,51.68513870239258,0.5696178674697876,0.45187413692474365,52.288612365722656,52.297855377197266,-0.5,23.0,15254316.0,RECORD@2020-11-22_12.30.20,116,0.0
146,908,514,973,571,-0.1046658381819725,53.54276657104492,0.576969563961029,0.37840086221694946,54.093021392822266,54.09434509277344,-0.4000000059604645,19.0,15237058.0,RECORD@2020-11-22_12.30.20,117,0.0
147,907,515,971,571,-0.08057765662670135,53.97889709472656,0.7260560989379883,0.38671988248825073,54.65310287475586,54.69317626953125,-0.4000000059604645,18.0,13360548.0,RECORD@2020-11-22_12.30.20,118,0.0
148,907,518,972,573,-0.06703504920005798,54.364322662353516,0.5801423788070679,0.19304707646369934,55.08366775512695,55.0923957824707,-0.20000000298023224,17.0,18179210.0,RECORD@2020-11-22_12.30.20,119,0.0
149,906,518,972,575,-0.17704619467258453,54.83089828491211,0.7312679290771484,0.09690767526626587,55.28358840942383,55.29200744628906,-0.10000000149011612,16.0,15283223.0,RECORD@2020-11-22_12.30.20,120,0.0
150,908,517,972,572,-0.052155155688524246,55.111122131347656,0.5829669833183289,0.0007787734502926469,55.68911361694336,55.691226959228516,-0.0,15.0,13146984.0,RECORD@2020-11-22_12.30.20,121,0.0
151,908,517,971,573,-0.08968152850866318,55.443851470947266,0.7356221675872803,-0.09642302244901657,56.080543518066406,56.09044647216797,0.10000000149011612,14.0,18417564.0,RECORD@2020-11-22_12.30.20,122,0.0
152,908,518,971,573,-0.049542393535375595,55.81985855102539,0.7378652095794678,0.0007959463400766253,56.382667541503906,56.389862060546875,-0.0,12.0,13705413.0,RECORD@2020-11-22_12.30.20,123,0.0
153,908,518,971,571,-0.09949440509080887,56.02136993408203,0.5868362784385681,0.19762742519378662,56.67575454711914,56.68927764892578,-0.20000000298023224,12.0,9531799.0,RECORD@2020-11-22_12.30.20,124,0.0
154,908,522,972,571,-0.116860032081604,56.301448822021484,0.7411638498306274,0.3964925706386566,56.878047943115234,56.888885498046875,-0.4000000059604645,10.0,12929734.0,RECORD@2020-11-22_12.30.20,125,0.0
155,910,514,975,567,-0.010100455954670906,56.46961212158203,0.5883066654205322,0.1011364534497261,57.08815383911133,57.088497161865234,-0.10000000149011612,9.0,9360316.0,RECORD@2020-11-22_12.30.20,126,0.0
156,912,518,975,571,-0.11729253828525543,56.63775634765625,0.7436708211898804,0.2997092306613922,57.288021087646484,57.288108825683594,-0.30000001192092896,8.0,16797238.0,RECORD@2020-11-22_12.30.20,127,0.0
157,913,517,975,571,-0.023128453642129898,56.844512939453125,0.5897769927978516,0.5965213179588318,57.477108001708984,57.48771667480469,-0.6000000238418579,7.0,12626741.0,RECORD@2020-11-22_12.30.20,128,0.0
158,913,515,975,568,0.051076289266347885,56.98868942260742,0.7462767958641052,0.20356975495815277,57.68732833862305,57.68732833862305,-0.20000000298023224,6.0,12110930.0,RECORD@2020-11-22_12.30.20,129,0.0
159,915,513,977,567,0.10268386453390121,57.11284255981445,0.5912473201751709,0.40074190497398376,57.48591613769531,57.48771667480469,-0.4000000059604645,6.0,13702152.0,RECORD@2020-11-22_12.30.20,130,0.0
160,920,514,981,568,0.23759643733501434,57.29117202758789,0.5915181636810303,0.7128946781158447,57.87625503540039,57.88693618774414,-0.699999988079071,4.0,11632403.0,RECORD@2020-11-22_12.30.20,131,0.0
161,921,517,980,572,0.2249719202518463,57.44495391845703,0.7484868764877319,0.6007074117660522,57.737117767333984,57.88693618774414,-0.6000000238418579,3.0,9692088.0,RECORD@2020-11-22_12.30.20,132,0.0
162,922,516,982,570,0.32707837224006653,57.422271728515625,0.5920211672782898,0.502470076084137,58.063323974609375,58.0865478515625,-0.5,2.0,12021233.0,RECORD@2020-11-22_12.30.20,133,0.0
163,923,513,984,566,0.31391555070877075,57.4738655090332,0.7494105100631714,0.8034553527832031,58.075828552246094,58.0865478515625,-0.800000011920929,1.0,10674734.0,RECORD@2020-11-22_12.30.20,134,0.0
164,925,513,986,565,0.43335211277008057,57.461395263671875,0.5925048589706421,0.8201940059661865,58.268741607666016,58.28615951538086,-0.800000011920929,1.0,11001553.0,RECORD@2020-11-22_12.30.20,135,0.0
165,926,514,986,565,0.42872849106788635,57.44304275512695,0.7495424747467041,0.6048935651779175,58.077701568603516,58.0865478515625,-0.6000000238418579,254.0,17551696.0,RECORD@2020-11-22_12.30.20,136,0.0
166,927,514,987,566,0.48705875873565674,57.40513229370117,0.5919438004493713,0.7055703997612,57.87810516357422,57.88693618774414,-0.699999988079071,254.0,14249000.0,RECORD@2020-11-22_12.30.20,137,0.0
167,930,516,987,570,0.5871685147285461,57.37843704223633,0.7482889890670776,1.005690574645996,57.82574462890625,57.88693618774414,-1.0,252.0,13515459.0,RECORD@2020-11-22_12.30.20,138,0.0
168,928,512,987,565,0.4606480896472931,57.23959732055664,0.5918664336204529,0.9006412625312805,57.772300720214844,57.787132263183594,-0.8999999761581421,252.0,11871931.0,RECORD@2020-11-22_12.30.20,139,0.0
169,926,510,986,563,0.443476140499115,57.157535552978516,0.7477282285690308,0.6048935651779175,57.68415832519531,57.68732833862305,-0.6000000238418579,251.0,20333310.0,RECORD@2020-11-22_12.30.20,140,0.0
170,926,510,987,563,0.4752048850059509,57.04138946533203,0.5907442569732666,0.9161922931671143,57.28251266479492,57.288108825683594,-0.8999999761581421,251.0,17649974.0,RECORD@2020-11-22_12.30.20,141,0.0
171,926,512,985,564,0.44165900349617004,56.917572021484375,0.7460129261016846,0.6503491401672363,57.47154998779297,57.48771667480469,-0.699999988079071,250.0,15468854.0,RECORD@2020-11-22_12.30.20,142,0.0
172,916,510,976,564,0.12731149792671204,56.33639144897461,0.742153525352478,0.5426709055900574,56.88519287109375,56.888885498046875,-0.6000000238418579,249.0,13621136.0,RECORD@2020-11-22_12.30.20,143,0.0
174,910,514,971,569,-0.03413723036646843,56.00834274291992,0.7395145893096924,0.19657424092292786,56.44288635253906,56.48966598510742,-0.20000000298023224,247.0,10754725.0,RECORD@2020-11-22_12.30.20,145,0.0
176,907,511,969,565,-0.0820147767663002,55.557743072509766,0.7370076179504395,0.19622445106506348,56.0665168762207,56.09044647216797,-0.20000000298023224,246.0,15551574.0,RECORD@2020-11-22_12.30.20,147,0.0
178,905,509,967,566,-0.20069044828414917,55.05198669433594,0.7338738441467285,0.2892298996448517,55.67680358886719,55.691226959228516,-0.30000001192092896,245.0,13464139.0,RECORD@2020-11-22_12.30.20,149,0.0
180,902,510,963,567,-0.294731467962265,54.53997039794922,0.7302123308181763,0.19290336966514587,54.98801803588867,54.992591857910156,-0.20000000298023224,244.0,23429646.0,RECORD@2020-11-22_12.30.20,151,0.0
181,899,501,961,556,-0.41340383887290955,54.354068756103516,1.2957630157470703,-0.18934287130832672,54.46004104614258,54.49356460571289,0.20000000298023224,244.0,16825908.0,RECORD@2020-11-22_12.30.20,152,0.0
182,899,509,962,566,-0.31370991468429565,53.97052764892578,0.7265838384628296,0.09481542557477951,54.2939567565918,54.2939567565918,-0.10000000149011612,243.0,15285360.0,RECORD@2020-11-22_12.30.20,153,0.0
184,893,514,961,573,-0.504023015499115,52.645713806152344,0.5734097957611084,-0.3711033761501312,53.292991638183594,53.29590606689453,0.4000000059604645,246.0,10612041.0,RECORD@2020-11-22_12.30.20,155,0.0
185,892,512,958,572,-0.4809662699699402,52.40850067138672,0.7160282135009766,-0.5105044841766357,52.98822021484375,52.996490478515625,0.5,245.0,17603486.0,RECORD@2020-11-22_12.30.20,156,0.0
186,892,512,958,571,-0.4984285831451416,52.16191101074219,0.5722103118896484,-0.36710140109062195,52.68777084350586,52.69707489013672,0.4000000059604645,246.0,8647966.0,RECORD@2020-11-22_12.30.20,157,0.0
187,891,514,957,574,-0.45965811610221863,51.97612380981445,0.7130594253540039,-0.6416057348251343,52.47517395019531,52.49746322631836,0.699999988079071,247.0,7099648.0,RECORD@2020-11-22_12.30.20,158,0.0
188,890,511,955,570,-0.5359928011894226,51.75701904296875,0.5706238746643066,-0.2710157632827759,52.218238830566406,52.297855377197266,0.30000001192092896,247.0,9769923.0,RECORD@2020-11-22_12.30.20,159,0.0
189,890,512,957,573,-0.5816841125488281,51.58854293823242,0.710552453994751,-0.27414289116859436,52.098243713378906,52.098243713378906,0.30000001192092896,248.0,8994701.0,RECORD@2020-11-22_12.30.20,160,0.0
190,890,509,957,570,-0.4723722040653229,51.40626907348633,0.569288969039917,-0.27310052514076233,52.09539794921875,52.098243713378906,0.30000001192092896,249.0,11841702.0,RECORD@2020-11-22_12.30.20,161,0.0
192,888,508,955,568,-0.584094226360321,51.1447868347168,1.2410753965377808,-0.3600274324417114,51.667476654052734,51.69902420043945,0.4000000059604645,250.0,11878764.0,RECORD@2020-11-22_12.30.20,163,0.0
193,888,506,956,566,-0.5735428929328918,51.01811218261719,1.2426493167877197,-0.585802435874939,51.493072509765625,51.499412536621094,0.6000000238418579,251.0,13482393.0,RECORD@2020-11-22_12.30.20,164,0.0
194,888,505,956,565,-0.5478923916816711,50.95002365112305,1.2376627922058105,-0.4452151954174042,51.490867614746094,51.499412536621094,0.5,252.0,7542998.5,RECORD@2020-11-22_12.30.20,165,0.0
195,888,510,955,571,-0.5727065205574036,50.79288864135742,0.7057363986968994,-0.0881151407957077,51.299495697021484,51.2998046875,0.10000000149011612,252.0,10889167.0,RECORD@2020-11-22_12.30.20,166,0.0
196,891,507,960,568,-0.5032714605331421,50.63889694213867,1.2358009815216064,-0.5364680290222168,51.180015563964844,51.19999694824219,0.6000000238418579,254.0,9683672.0,RECORD@2020-11-22_12.30.20,167,0.0
197,891,512,959,574,-0.4828763008117676,50.61016845703125,0.5662128925323486,-0.265702486038208,51.278804779052734,51.2998046875,0.30000001192092896,2.0,9494074.0,RECORD@2020-11-22_12.30.20,168,0.0
199,892,511,959,572,-0.4851829409599304,50.64707565307617,0.5662128329277039,-0.26931577920913696,51.09210205078125,51.10019302368164,0.30000001192092896,2.0,10620830.0,RECORD@2020-11-22_12.30.20,170,0.0
200,895,507,960,567,-0.4268351197242737,50.7065544128418,1.2375130653381348,-0.40163999795913696,51.096893310546875,51.10019302368164,0.4000000059604645,2.0,15041679.0,RECORD@2020-11-22_12.30.20,171,0.0
201,894,509,961,569,-0.42747199535369873,50.7989616394043,1.2354445457458496,-0.2657027244567871,51.1756591796875,51.19999694824219,0.30000001192092896,3.0,9334501.0,RECORD@2020-11-22_12.30.20,172,0.0
202,896,497,960,554,-0.4489537477493286,50.824745178222656,1.239482045173645,-0.35458657145500183,51.358192443847656,51.39960861206055,0.4000000059604645,4.0,11926663.0,RECORD@2020-11-22_12.30.20,173,0.0
203,895,502,963,563,-0.39350810647010803,50.988773345947266,1.2383453845977783,-0.3574220836162567,51.49745559692383,51.499412536621094,0.4000000059604645,5.0,23756842.0,RECORD@2020-11-22_12.30.20,174,0.0
204,896,512,964,573,-0.39730578660964966,51.083492279052734,0.7067260146141052,-0.45130211114883423,51.5781364440918,51.599220275878906,0.5,6.0,16641113.0,RECORD@2020-11-22_12.30.20,175,0.0
205,897,501,967,560,-0.28975266218185425,51.22591018676758,1.242781639099121,-0.08938830345869064,51.49871063232422,51.499412536621094,0.10000000149011612,6.0,18492048.0,RECORD@2020-11-22_12.30.20,176,0.0
214,882,508,948,565,-0.7769166827201843,53.73869705200195,0.8187150955200195,-0.5657100677490234,54.25956726074219,54.2939567565918,0.6000000238418579,14.0,12953570.0,RECORD@2020-11-22_12.30.20,185,0.0
218,877,513,943,570,-1.0178877115249634,55.02558517456055,0.733049213886261,-0.5782350897789001,55.4908561706543,55.491615295410156,0.6000000238418579,14.0,13351151.0,RECORD@2020-11-22_12.30.20,189,0.0
219,876,513,942,571,-1.0526177883148193,55.35078430175781,0.5839923620223999,-0.6796033382415771,55.68708038330078,55.691226959228516,0.699999988079071,14.0,13210484.0,RECORD@2020-11-22_12.30.20,190,0.0
220,875,513,939,570,-1.099066138267517,55.6650276184082,0.7371724843978882,-0.7795787453651428,55.985107421875,55.990638732910156,0.800000011920929,14.0,18135736.0,RECORD@2020-11-22_12.30.20,191,0.0
